TRACT,LON,LAT,MEDV,CMEDV,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
4224,-70.976000,42.128000,19.5,19.5,0.03427,0.0,5.19,0,515,5869,46.3,5.2311,5,224,20.2,396.90,9.80
4225,-70.960200,42.127000,18.5,18.5,0.03041,0.0,5.19,0,515,5895,59.6,5.6150,5,224,20.2,394.81,10.56
4226,-70.963300,42.137400,20.6,20.6,0.03306,0.0,5.19,0,515,6059,37.3,4.8122,5,224,20.2,396.14,8.51
4227,-70.967500,42.144000,19.0,19.0,0.05497,0.0,5.19,0,515,5985,45.4,4.8122,5,224,20.2,396.90,9.74
4228,-70.965000,42.150300,18.7,18.7,0.06151,0.0,5.19,0,515,5968,58.5,4.8122,5,224,20.2,396.90,9.29
4231,-70.887500,42.146500,32.7,32.7,0.01301,35.0,1.52,0,442,7241,49.3,7.0379,1,284,15.5,394.74,5.49
5001,-70.915000,42.160000,16.5,16.5,0.02498,0.0,1.89,0,518,6540,59.7,6.2669,1,422,15.9,389.96,8.65
5011,-70.937000,42.147500,23.9,23.9,0.02543,55.0,3.78,0,484,6696,56.4,5.7321,5,370,17.6,396.90,7.18
5012,-70.932500,42.123000,31.2,31.2,0.03049,55.0,3.78,0,484,6874,28.1,6.4654,5,370,17.6,387.97,4.61
5021,-70.947000,42.072500,17.5,17.5,0.03113,0.0,4.39,0,442,6014,48.5,8.0136,3,352,18.8,385.64,10.53
5022,-70.950100,42.082500,17.2,17.2,0.06162,0.0,4.39,0,442,5898,52.3,8.0136,3,352,18.8,364.61,12.67
5031,-70.927500,42.079500,23.1,23.1,0.01870,85.0,4.15,0,429,6516,27.7,8.5353,4,351,17.9,392.43,6.36
5041,-70.920000,42.101600,24.5,24.5,0.01501,80.0,2.01,0,435,6635,29.7,8.3440,4,280,17.0,390.94,5.99
5051,-70.855000,42.130000,26.6,26.6,0.02899,40.0,1.25,0,429,6939,34.5,8.7921,1,335,19.7,389.85,5.89
5052,-70.833000,42.115000,22.9,22.9,0.06211,40.0,1.25,0,429,6490,44.4,8.7921,1,335,19.7,396.90,5.98
5061,-70.830000,42.077500,24.1,24.1,0.07950,60.0,1.69,0,411,6579,35.9,10.7103,4,411,18.3,370.78,5.49
5062,-70.810000,42.059000,18.6,18.6,0.07244,60.0,1.69,0,411,5884,18.5,10.7103,4,411,18.3,392.33,7.79
5071,-70.830000,42.048500,30.1,30.1,0.01709,90.0,2.02,0,0.41,6728,36.1,12.1265,5,187,17.0,384.46,4.50
5081,-70.853000,42.052000,18.2,18.2,0.04301,80.0,1.91,0,413,5663,21.9,10.5857,4,334,22.0,382.80,8.05
5082,-70.852500,42.030000,20.6,20.6,0.10659,80.0,1.91,0,413,5936,19.5,10.5857,4,334,22.0,376.04,5.57
1,-71.083000,42.217200,17.8,17.8,8.98296,0.0,18.1,1,0.77,6212,97.4,2.1222,24,666,20.2,377.73,17.60
2,-71.095000,42.212000,21.7,21.7,3.84970,0.0,18.1,1,0.77,6395,91.0,2.5052,24,666,20.2,391.34,13.27
3,-71.100700,42.210000,22.7,22.7,5.20177,0.0,18.1,1,0.77,6127,83.4,2.7227,24,666,20.2,395.43,11.48
4,-71.093000,42.207000,22.6,22.6,4.26131,0.0,18.1,0,0.77,6112,81.3,2.5091,24,666,20.2,390.74,12.67
5,-71.090500,42.203300,25.0,25.0,4.54192,0.0,18.1,0,0.77,6398,88.0,2.5182,24,666,20.2,374.56,7.79
6,-71.086500,42.210000,19.9,19.9,3.83684,0.0,18.1,0,0.77,6251,91.1,2.2955,24,666,20.2,350.65,14.19
7,-71.081000,42.208000,20.8,20.8,3.67822,0.0,18.1,0,0.77,5362,96.2,2.1036,24,666,20.2,380.79,10.19
8,-71.086500,42.215000,16.8,16.8,4.22239,0.0,18.1,1,0.77,5803,89.0,1.9047,24,666,20.2,353.04,14.64
101,-71.059000,42.209800,21.9,21.9,3.47428,0.0,18.1,1,718,8780,82.9,1.9047,24,666,20.2,354.55,5.29
102,-71.059500,42.207500,27.5,27.5,4.55587,0.0,18.1,0,718,3561,87.9,1.6132,24,666,20.2,354.70,7.12
104,-71.054000,42.205200,21.9,21.9,3.69695,0.0,18.1,0,718,4963,91.4,1.7523,24,666,20.2,316.03,14.00
105,-71.050800,42.207000,23.1,23.1,13.52220,0.0,18.1,0,631,3863,100.0,1.5106,24,666,20.2,131.42,13.33
107,-71.048000,42.210500,50.0,50.0,4.89822,0.0,18.1,0,631,4970,100.0,1.3325,24,666,20.2,375.52,3.26
108,-71.049700,42.212500,50.0,50.0,5.66998,0.0,18.1,1,631,6683,96.8,1.3567,24,666,20.2,375.33,3.73
201,-71.042200,42.214400,50.0,50.0,6.53876,0.0,18.1,1,631,7016,97.5,1.2024,24,666,20.2,392.05,2.96
202,-71.041700,42.216000,50.0,50.0,9.23230,0.0,18.1,0,631,6216,100.0,1.1691,24,666,20.2,366.15,9.53
203,-71.039700,42.218200,50.0,50.0,8.26725,0.0,18.1,1,668,5875,89.6,1.1296,24,666,20.2,347.88,8.88
301,-71.033900,42.220700,13.8,13.8,11.10810,0.0,18.1,0,668,4906,100.0,1.1742,24,666,20.2,396.90,34.77
302,-71.034600,42.218700,13.8,13.8,18.49820,0.0,18.1,0,668,4138,100.0,1.1370,24,666,20.2,396.90,37.97
401,-71.036700,42.224000,15.0,15.0,19.60910,0.0,18.1,0,671,7313,97.9,1.3163,24,666,20.2,396.90,13.44
402,-71.034000,42.226000,13.9,13.9,15.28800,0.0,18.1,0,671,6649,93.3,1.3449,24,666,20.2,363.02,23.24
403,-71.038000,42.226500,13.3,13.3,9.82349,0.0,18.1,0,671,6794,98.8,1.3580,24,666,20.2,396.90,21.24
404,-71.040000,42.224800,13.1,13.1,23.64820,0.0,18.1,0,671,6380,96.2,1.3861,24,666,20.2,396.90,23.69
405,-71.040000,42.227500,10.2,10.2,17.86670,0.0,18.1,0,671,6223,100.0,1.3861,24,666,20.2,393.74,21.78
406,-71.046000,42.230000,10.4,10.4,88.97620,0.0,18.1,0,671,6968,91.9,1.4165,24,666,20.2,396.90,17.21
407,-71.041000,42.229000,10.9,10.9,15.87440,0.0,18.1,0,671,6545,99.1,1.5192,24,666,20.2,396.90,21.08
501,-71.023000,42.228700,11.3,11.3,9.18702,0.0,18.1,0,0.7,5536,100.0,1.5804,24,666,20.2,396.90,23.60
502,-71.021500,42.227000,12.3,12.3,7.99248,0.0,18.1,0,0.7,5520,100.0,1.5331,24,666,20.2,396.90,24.56
503,-71.024500,42.223500,8.8,8.8,20.08490,0.0,18.1,0,0.7,4368,91.2,1.4395,24,666,20.2,285.83,30.63
504,-71.023500,42.221300,7.2,7.2,16.81180,0.0,18.1,0,0.7,5277,98.1,1.4261,24,666,20.2,396.90,30.81
506,-71.022800,42.223100,10.5,10.5,24.39380,0.0,18.1,0,0.7,4652,100.0,1.4672,24,666,20.2,396.90,28.28
507,-71.021500,42.224800,7.4,7.4,22.59710,0.0,18.1,0,0.7,5000,89.5,1.5184,24,666,20.2,396.90,31.99
508,-71.019500,42.225500,10.2,10.2,14.33370,0.0,18.1,0,0.7,4880,100.0,1.5895,24,666,20.2,372.92,30.62
509,-71.016800,42.228100,11.5,11.5,8.15174,0.0,18.1,0,0.7,5390,98.9,1.7281,24,666,20.2,396.90,20.85
510,-71.010900,42.230000,15.1,15.1,6.96215,0.0,18.1,0,0.7,5713,97.0,1.9265,24,666,20.2,394.43,17.11
511,-71.003500,42.233000,23.2,23.2,5.29305,0.0,18.1,0,0.7,6051,82.5,2.1678,24,666,20.2,378.38,18.76
512,-71.020000,42.220500,9.7,9.7,11.57790,0.0,18.1,0,0.7,5036,97.0,1.7700,24,666,20.2,396.90,25.68
601,-71.016700,42.201000,13.8,13.8,8.64476,0.0,18.1,0,693,6193,92.6,1.7912,24,666,20.2,396.90,15.17
602,-71.020000,42.199300,12.7,12.7,13.35980,0.0,18.1,0,693,5887,94.7,1.7821,24,666,20.2,396.90,16.35
603,-71.022000,42.199600,13.1,13.1,8.71675,0.0,18.1,0,693,6471,98.8,1.7257,24,666,20.2,391.98,17.12
604,-71.026000,42.199300,12.5,12.5,5.87205,0.0,18.1,0,693,6405,96.0,1.6768,24,666,20.2,396.90,19.37
605,-71.025000,42.202400,8.5,8.5,7.67202,0.0,18.1,0,693,5747,98.9,1.6334,24,666,20.2,393.10,19.92
606,-71.023000,42.209000,5.0,5.0,38.35180,0.0,18.1,0,693,5453,100.0,1.4896,24,666,20.2,396.90,30.59
607,-71.033000,42.203200,6.3,6.3,9.91655,0.0,18.1,0,693,5852,77.8,1.5004,24,666,20.2,338.16,29.97
608,-71.032600,42.201100,5.6,5.6,25.04610,0.0,18.1,0,693,5987,100.0,1.5888,24,666,20.2,396.90,26.77
609,-71.030000,42.201500,7.2,7.2,14.23620,0.0,18.1,0,693,6343,100.0,1.5741,24,666,20.2,396.90,20.32
610,-71.030000,42.198800,12.1,12.1,9.59571,0.0,18.1,0,693,6404,100.0,1.6390,24,666,20.2,376.11,20.31
612,-71.033200,42.198000,8.3,8.3,24.80170,0.0,18.1,0,693,5349,96.0,1.7028,24,666,20.2,396.90,19.77
613,-71.034500,42.200100,8.5,8.5,41.52920,0.0,18.1,0,693,5531,85.4,1.6074,24,666,20.2,329.46,27.38
614,-71.032000,42.205700,5.0,5.0,67.92080,0.0,18.1,0,693,5683,100.0,1.4254,24,666,20.2,384.97,22.98
702,-71.039000,42.219800,11.9,11.9,20.71620,0.0,18.1,0,659,4138,100.0,1.1781,24,666,20.2,370.22,23.34
703,-71.042700,42.209000,27.9,27.9,11.95110,0.0,18.1,0,659,5608,100.0,1.2852,24,666,20.2,332.09,12.13
705,-71.043700,42.205000,17.2,17.2,7.40389,0.0,18.1,0,597,5617,97.9,1.4547,24,666,20.2,314.64,26.40
706,-71.045500,42.206000,27.5,27.5,14.43830,0.0,18.1,0,597,6852,100.0,1.4655,24,666,20.2,179.36,19.78
707,-71.046200,42.207500,15.0,15.0,51.13580,0.0,18.1,0,597,5757,100.0,1.4130,24,666,20.2,2.60,10.11
708,-71.048700,42.204800,17.2,17.2,14.05070,0.0,18.1,0,597,6657,100.0,1.5275,24,666,20.2,35.05,21.22
709,-71.047000,42.203000,17.9,17.9,18.81100,0.0,18.1,0,597,4628,100.0,1.5539,24,666,20.2,28.79,34.37
710,-71.045100,42.201500,16.3,16.3,28.65580,0.0,18.1,0,597,5155,100.0,1.5894,24,666,20.2,210.97,20.08
801,-71.042000,42.198500,7.0,7.0,45.74610,0.0,18.1,0,693,4519,100.0,1.6582,24,666,20.2,88.27,36.98
802,-71.045500,42.195300,7.2,7.2,18.08460,0.0,18.1,0,679,6434,100.0,1.8347,24,666,20.2,27.25,29.05
803,-71.047700,42.196500,7.5,7.5,10.83420,0.0,18.1,0,679,6782,90.8,1.8195,24,666,20.2,21.57,25.79
805,-71.049800,42.200700,10.4,10.4,25.94060,0.0,18.1,0,679,5304,89.1,1.6475,24,666,20.2,127.36,26.64
807,-71.052500,42.198900,8.8,8.8,73.53410,0.0,18.1,0,679,5957,100.0,1.8026,24,666,20.2,16.45,20.62
808,-71.058600,42.199900,8.4,8.4,11.81230,0.0,18.1,0,718,6824,76.5,1.7940,24,666,20.2,48.45,22.74
809,-71.061800,42.199000,16.7,16.7,11.08740,0.0,18.1,0,718,6411,100.0,1.8589,24,666,20.2,318.75,15.02
810,-71.065000,42.201800,14.2,14.2,7.02259,0.0,18.1,0,718,6006,95.3,1.8746,24,666,20.2,319.98,15.70
811,-71.066500,42.197000,20.8,20.8,12.04820,0.0,18.1,0,614,5648,87.6,1.9512,24,666,20.2,291.55,14.10
812,-71.061900,42.194800,13.4,13.4,7.05042,0.0,18.1,0,614,6103,85.1,2.0218,24,666,20.2,2.52,23.29
813,-71.059000,42.192000,11.7,11.7,8.79212,0.0,18.1,0,584,5565,70.6,2.0635,24,666,20.2,3.65,17.16
814,-71.057700,42.196700,8.3,8.3,15.86030,0.0,18.1,0,679,5896,95.4,1.9096,24,666,20.2,7.68,24.39
815,-71.055800,42.193700,10.2,10.2,12.24720,0.0,18.1,0,584,5837,59.7,1.9976,24,666,20.2,24.65,15.69
816,-71.054200,42.196100,10.9,10.9,37.66190,0.0,18.1,0,679,6202,78.7,1.8629,24,666,20.2,18.82,14.52
817,-71.052100,42.194000,11.0,11.0,7.36711,0.0,18.1,0,679,6193,78.1,1.9356,24,666,20.2,96.73,21.52
818,-71.048500,42.192000,9.5,9.5,9.33889,0.0,18.1,0,679,6380,95.6,1.9682,24,666,20.2,60.72,24.08
819,-71.054700,42.189000,14.5,14.5,8.49213,0.0,18.1,0,584,6348,86.1,2.0527,24,666,20.2,83.45,17.64
820,-71.050500,42.188000,14.1,14.1,10.06230,0.0,18.1,0,584,6833,94.3,2.0882,24,666,20.2,81.33,19.69
821,-71.052000,42.185400,16.1,16.1,6.44405,0.0,18.1,0,584,6425,74.8,2.2004,24,666,20.2,97.95,12.03
901,-71.049500,42.181500,14.3,14.3,5.58107,0.0,18.1,0,713,6436,87.9,2.3158,24,666,20.2,100.19,16.22
902,-71.047500,42.184200,11.7,11.7,13.91340,0.0,18.1,0,713,6208,95.0,2.2222,24,666,20.2,100.63,15.17
903,-71.046000,42.186700,13.4,13.4,11.16040,0.0,18.1,0,0.74,6629,94.6,2.1247,24,666,20.2,109.85,23.27
904,-71.045500,42.189300,9.6,9.6,14.42080,0.0,18.1,0,0.74,6461,93.3,2.0026,24,666,20.2,27.49,18.05
905,-71.044500,42.191700,8.7,8.2,15.17720,0.0,18.1,0,0.74,6152,100.0,1.9142,24,666,20.2,9.32,26.45
906,-71.044500,42.193800,8.4,8.4,13.67810,0.0,18.1,0,0.74,5935,87.9,1.8206,24,666,20.2,68.95,34.02
907,-71.037000,42.194000,12.8,12.8,9.39063,0.0,18.1,0,0.74,5627,93.9,1.8172,24,666,20.2,396.90,22.88
908,-71.032100,42.192500,10.5,10.5,22.05110,0.0,18.1,0,0.74,5818,92.4,1.8662,24,666,20.2,391.45,22.11
910,-71.034500,42.185000,17.1,17.1,9.72418,0.0,18.1,0,0.74,6406,97.2,2.0651,24,666,20.2,385.96,19.52
911,-71.034000,42.189000,18.4,14.8,5.66637,0.0,18.1,0,0.74,6219,100.0,2.0048,24,666,20.2,395.69,16.59
912,-71.037800,42.189200,15.4,15.4,9.96654,0.0,18.1,0,0.74,6485,100.0,1.9784,24,666,20.2,386.73,18.85
913,-71.040500,42.192000,10.8,10.8,12.80230,0.0,18.1,0,0.74,5854,96.6,1.8956,24,666,20.2,240.52,23.79
914,-71.042500,42.189000,11.8,11.8,10.67180,0.0,18.1,0,0.74,6459,94.8,1.9879,24,666,20.2,43.06,23.98
915,-71.039000,42.186800,14.9,14.9,6.28807,0.0,18.1,0,0.74,6341,96.4,2.0720,24,666,20.2,318.01,17.79
916,-71.037000,42.184000,12.6,12.6,9.92485,0.0,18.1,0,0.74,6251,96.6,2.1980,24,666,20.2,388.52,16.44
917,-71.040000,42.182000,14.1,14.1,9.32909,0.0,18.1,0,713,6185,98.7,2.2616,24,666,20.2,396.90,18.13
918,-71.042800,42.184500,13.0,13.0,7.52601,0.0,18.1,0,713,6417,98.3,2.1850,24,666,20.2,304.21,19.31
919,-71.046000,42.181000,13.4,13.4,6.71772,0.0,18.1,0,713,6749,92.6,2.3236,24,666,20.2,0.32,17.44
920,-71.041000,42.179500,15.2,15.2,5.44114,0.0,18.1,0,713,6655,98.2,2.3552,24,666,20.2,355.29,17.73
921,-71.034000,42.179000,16.1,16.1,5.09017,0.0,18.1,0,713,6297,91.8,2.3682,24,666,20.2,385.09,17.27
922,-71.040000,42.177000,17.8,17.8,8.24809,0.0,18.1,0,713,7393,99.3,2.4527,24,666,20.2,375.87,16.74
923,-71.045500,42.176800,14.9,14.4,9.51363,0.0,18.1,0,713,6728,94.1,2.4961,24,666,20.2,6.68,18.71
924,-71.051000,42.178000,14.1,14.1,4.75237,0.0,18.1,0,713,6525,86.5,2.4358,24,666,20.2,50.92,18.13
1001,-71.051700,42.173500,12.7,12.7,4.66883,0.0,18.1,0,713,5976,87.9,2.5806,24,666,20.2,10.48,19.01
1002,-71.051500,42.170000,13.5,13.5,8.20058,0.0,18.1,0,713,5936,80.3,2.7792,24,666,20.2,3.50,16.94
1003,-71.047500,42.169000,14.9,14.9,7.75223,0.0,18.1,0,713,6301,83.7,2.7831,24,666,20.2,272.21,16.23
1004,-71.043000,42.169000,20.0,20.0,6.80117,0.0,18.1,0,713,6081,84.4,2.7175,24,666,20.2,396.90,14.70
1005,-71.043000,42.172800,16.4,16.4,4.81213,0.0,18.1,0,713,6701,90.0,2.5975,24,666,20.2,255.23,16.42
1006,-71.035000,42.174500,17.7,17.7,3.69311,0.0,18.1,0,713,6376,88.4,2.5671,24,666,20.2,391.43,14.65
1007,-71.031000,42.169500,19.5,19.5,6.65492,0.0,18.1,0,713,6317,83.0,2.7344,24,666,20.2,396.90,13.99
1008,-71.035800,42.167500,20.2,20.2,5.82115,0.0,18.1,0,713,6513,89.9,2.8016,24,666,20.2,393.82,10.29
1009,-71.045000,42.164000,21.4,21.4,7.83932,0.0,18.1,0,655,6209,65.4,2.9634,24,666,20.2,396.90,13.22
1010,-71.055000,42.165000,19.9,19.9,3.16360,0.0,18.1,0,655,5759,48.2,3.0665,24,666,20.2,334.40,14.13
1011,-71.055000,42.168500,19.0,19.0,3.77498,0.0,18.1,0,655,5952,84.7,2.8715,24,666,20.2,22.01,17.15
1101,-71.066000,42.178000,19.1,19.1,4.42228,0.0,18.1,0,584,6003,94.5,2.5403,24,666,20.2,331.29,21.32
1102,-71.070000,42.168000,19.1,19.1,15.57570,0.0,18.1,0,0.58,5926,71.0,2.9084,24,666,20.2,368.74,18.13
1103,-71.069000,42.172500,20.1,20.1,13.07510,0.0,18.1,0,0.58,5713,56.7,2.8237,24,666,20.2,396.90,14.76
1104,-71.074000,42.168000,19.9,19.9,4.34879,0.0,18.1,0,0.58,6167,84.0,3.0334,24,666,20.2,396.90,16.29
1105,-71.082500,42.169800,19.6,19.6,4.03841,0.0,18.1,0,532,6229,90.7,3.0993,24,666,20.2,395.33,12.87
1106,-71.083300,42.175000,23.2,23.2,3.56868,0.0,18.1,0,0.58,6437,75.0,2.8965,24,666,20.2,393.37,14.36
1201,-71.073200,42.184000,29.8,29.8,4.64689,0.0,18.1,0,614,6980,67.6,2.5329,24,666,20.2,374.68,11.66
1202,-71.055000,42.183000,13.8,13.8,8.05579,0.0,18.1,0,584,5427,95.4,2.4298,24,666,20.2,352.58,18.14
1203,-71.051100,42.187900,13.3,13.3,6.39312,0.0,18.1,0,584,6162,97.4,2.2060,24,666,20.2,302.76,24.10
1204,-71.056500,42.188000,16.7,16.7,4.87141,0.0,18.1,0,614,6484,93.6,2.3053,24,666,20.2,396.21,18.68
1205,-71.052800,42.192000,12.0,12.0,15.02340,0.0,18.1,0,614,5304,97.3,2.1007,24,666,20.2,349.48,24.91
1206,-71.055800,42.191300,14.6,14.6,10.23300,0.0,18.1,0,614,6185,96.7,2.1705,24,666,20.2,379.70,18.03
1207,-71.067000,42.194500,21.4,21.4,14.33370,0.0,18.1,0,614,6229,88.0,1.9512,24,666,20.2,383.32,13.11
1301,-71.100800,42.174000,23.0,23.0,5.82401,0.0,18.1,0,532,6242,64.7,3.4242,24,666,20.2,396.90,10.74
1302,-71.095000,42.173000,23.7,23.7,5.70818,0.0,18.1,0,532,6750,74.9,3.3317,24,666,20.2,393.07,7.74
1303,-71.090000,42.166500,25.0,25.0,5.73116,0.0,18.1,0,532,7061,77.0,3.4106,24,666,20.2,395.28,7.01
1304,-71.097500,42.160800,21.8,21.8,2.81838,0.0,18.1,0,532,5762,40.3,4.0983,24,666,20.2,392.92,10.42
1401,-71.080400,42.154000,20.6,20.6,2.37857,0.0,18.1,0,583,5871,41.9,3.7240,24,666,20.2,370.73,13.34
1402,-71.075000,42.145500,21.2,21.2,3.67367,0.0,18.1,0,583,6312,51.9,3.9917,24,666,20.2,388.62,10.58
1403,-71.071500,42.155000,19.1,19.1,5.69175,0.0,18.1,0,583,6114,79.8,3.5459,24,666,20.2,392.68,14.98
1404,-71.065000,42.161000,20.6,20.6,4.83567,0.0,18.1,0,583,5905,53.2,3.1523,24,666,20.2,388.22,11.45
1601,-71.018900,42.234400,15.2,15.2,0.15086,0.0,27.74,0,609,5454,92.7,1.8209,4,711,20.1,395.09,18.06
1602,-71.022800,42.233500,7.0,7.0,0.18337,0.0,27.74,0,609,5414,98.3,1.7554,4,711,20.1,344.05,23.97
1604,-71.024500,42.236800,8.1,8.1,0.20746,0.0,27.74,0,609,5093,98.0,1.8226,4,711,20.1,318.43,29.68
1605,-71.016000,42.238200,13.6,13.6,0.10574,0.0,27.74,0,609,5983,98.8,1.8681,4,711,20.1,390.11,18.07
1606,-71.029700,42.244700,20.1,20.1,0.11132,0.0,27.74,0,609,5983,83.5,2.1099,4,711,20.1,396.90,13.35
1701,-71.012500,42.246200,21.8,21.8,0.17331,0.0,9.69,0,585,5707,54.0,2.3817,6,391,19.2,396.90,12.01
1702,-71.012500,42.250000,24.5,24.5,0.27957,0.0,9.69,0,585,5926,42.6,2.3817,6,391,19.2,396.90,13.59
1703,-71.010500,42.254700,23.1,23.1,0.17899,0.0,9.69,0,585,5670,28.8,2.7986,6,391,19.2,393.29,17.60
1704,-71.001000,42.252500,19.7,19.7,0.28960,0.0,9.69,0,585,5390,72.9,2.7986,6,391,19.2,396.90,21.14
1705,-70.994700,42.249600,18.3,18.3,0.26838,0.0,9.69,0,585,5794,70.6,2.8927,6,391,19.2,396.90,14.10
1706,-71.005000,42.245500,21.2,21.2,0.23912,0.0,9.69,0,585,6019,65.3,2.4091,6,391,19.2,396.90,12.92
1707,-70.998500,42.243000,17.5,17.5,0.17783,0.0,9.69,0,585,5569,73.5,2.3999,6,391,19.2,395.77,15.10
1708,-70.992000,42.238000,16.8,16.8,0.22438,0.0,9.69,0,585,6027,79.7,2.4982,6,391,19.2,396.90,14.33
1801,-70.986000,42.231200,22.4,22.4,0.06263,0.0,11.93,0,573,6593,69.1,2.4786,1,273,21.0,391.99,9.67
1802,-70.991000,42.227500,20.6,20.6,0.04527,0.0,11.93,0,573,6120,76.7,2.2875,1,273,21.0,396.90,9.08
1803,-70.994800,42.226000,23.9,23.9,0.06076,0.0,11.93,0,573,6976,91.0,2.1675,1,273,21.0,396.90,5.64
1804,-70.987500,42.224000,22.0,22.0,0.10959,0.0,11.93,0,573,6794,89.3,2.3889,1,273,21.0,393.45,6.48
1805,-70.982500,42.221000,11.9,19.0,0.04741,0.0,11.93,0,573,6030,80.8,2.5050,1,273,21.0,396.90,7.88
